id	image_path	input	output
3154_enriched.hrc	image_generator/data/images/3154_empty_3_close-up_shot_2_original.png	you should bring me the brown towel that is on the table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'towel', 'bbox_2d': [15, 576, 849, 819]}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'that', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [3, 558, 1020, 1019]}]}]
3154_enriched.hrc	image_generator/data/images/3154_empty_3_close-up_shot_4_original.png	you should bring me the brown towel that is on the table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'towel', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'that', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [225, 464, 1022, 1019]}]}]
3154_enriched.hrc	image_generator/data/images/3154_partial_2_close-up_shot_3_original.png	you should bring me the brown towel that is on the table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'towel', 'bbox_2d': [50, 617, 689, 887]}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'that', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 614, 1021, 1019]}]}]
3154_enriched.hrc	image_generator/data/images/3154_partial_2_close-up_shot_2_original.png	you should bring me the brown towel that is on the table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'towel', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'that', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 616, 1021, 1017]}]}]
3117_enriched.hrc	image_generator/data/images/3117_full_1_long_shot_1_original.png	robot carefully search the bedroom for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Manner', 'surface': 'carefully', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3117_enriched.hrc	image_generator/data/images/3117_full_1_low-angle_shot_1_original.png	robot carefully search the bedroom for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Manner', 'surface': 'carefully', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3117_enriched.hrc	image_generator/data/images/3117_empty_0_close-up_shot_3_original.png	robot carefully search the bedroom for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Manner', 'surface': 'carefully', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3117_enriched.hrc	image_generator/data/images/3117_empty_0_close-up_shot_2_original.png	robot carefully search the bedroom for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Manner', 'surface': 'carefully', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3046_enriched.hrc	image_generator/data/images/3046_empty_0_long_shot_2_original.png	can you bring me my fork you can find it on the table in the dining room	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'fork', 'bbox_2d': '<MISSING>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Perceiver', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'table', 'bbox_2d': [29, 568, 1003, 1019]}]}]
3046_enriched.hrc	image_generator/data/images/3046_empty_0_long_shot_3_original.png	can you bring me my fork you can find it on the table in the dining room	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'fork', 'bbox_2d': '<MISSING>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Perceiver', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'table', 'bbox_2d': [311, 559, 677, 834]}]}]
3046_enriched.hrc	image_generator/data/images/3046_partial_2_close-up_shot_3_original.png	can you bring me my fork you can find it on the table in the dining room	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'fork', 'bbox_2d': '<MISSING>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Perceiver', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'table', 'bbox_2d': [2, 555, 1021, 1019]}]}]
3046_enriched.hrc	image_generator/data/images/3046_partial_2_close-up_shot_2_original.png	can you bring me my fork you can find it on the table in the dining room	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'fork', 'bbox_2d': [494, 615, 571, 710]}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Perceiver', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'table', 'bbox_2d': [2, 552, 1021, 1019]}]}]
3071_enriched.hrc	image_generator/data/images/3071_full_1_close-up_shot_2_original.png	go next to the door	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'door', 'bbox_2d': [327, 152, 700, 887]}]}]
3071_enriched.hrc	image_generator/data/images/3071_full_1_close-up_shot_4_original.png	go next to the door	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'door', 'bbox_2d': '<MISSING>'}]}]
3071_enriched.hrc	image_generator/data/images/3071_empty_0_high-angle_shot_3_original.png	go next to the door	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'door', 'bbox_2d': [1, 2, 218, 955]}]}]
3071_enriched.hrc	image_generator/data/images/3071_empty_0_high-angle_shot_2_original.png	go next to the door	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'door', 'bbox_2d': '<MISSING>'}]}]
3077_enriched.hrc	image_generator/data/images/3077_full_3_close-up_shot_2_original.png	grab the wine bottle near the kitchen door	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'door', 'bbox_2d': '<MISSING>'}]}]
3077_enriched.hrc	image_generator/data/images/3077_full_3_close-up_shot_4_original.png	grab the wine bottle near the kitchen door	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'door', 'bbox_2d': [264, 20, 754, 933]}]}]
3077_enriched.hrc	image_generator/data/images/3077_empty_0_close-up_shot_2_original.png	grab the wine bottle near the kitchen door	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'door', 'bbox_2d': [605, 281, 728, 673]}]}]
3077_enriched.hrc	image_generator/data/images/3077_empty_0_close-up_shot_1_original.png	grab the wine bottle near the kitchen door	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'door', 'bbox_2d': '<MISSING>'}]}]
3077_enriched.hrc	image_generator/data/images/3077_partial_2_close-up_shot_3_original.png	grab the wine bottle near the kitchen door	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'door', 'bbox_2d': [113, 35, 631, 993]}]}]
3077_enriched.hrc	image_generator/data/images/3077_partial_2_close-up_shot_2_original.png	grab the wine bottle near the kitchen door	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'door', 'bbox_2d': '<MISSING>'}]}]
3059_enriched.hrc	image_generator/data/images/3059_full_1_close-up_shot_2_original.png	find a bottle of water	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'bottle', 'bbox_2d': [318, 70, 576, 975]}]}]
3059_enriched.hrc	image_generator/data/images/3059_full_1_close-up_shot_4_original.png	find a bottle of water	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'bottle', 'bbox_2d': [398, 125, 640, 915]}]}]
3059_enriched.hrc	image_generator/data/images/3059_empty_0_close-up_shot_3_original.png	find a bottle of water	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'bottle', 'bbox_2d': [668, 492, 775, 784]}]}]
3059_enriched.hrc	image_generator/data/images/3059_empty_0_close-up_shot_2_original.png	find a bottle of water	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'bottle', 'bbox_2d': [790, 341, 955, 894]}]}]
3115_enriched.hrc	image_generator/data/images/3115_full_3_close-up_shot_2_original.png	robot can you bring the cornflakes box from the kitchen table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'box', 'bbox_2d': [248, 578, 465, 804]}, {'name': 'Source', 'surface': 'table', 'bbox_2d': [2, 702, 1021, 1020]}]}]
3115_enriched.hrc	image_generator/data/images/3115_full_3_close-up_shot_4_original.png	robot can you bring the cornflakes box from the kitchen table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'box', 'bbox_2d': [472, 348, 762, 734]}, {'name': 'Source', 'surface': 'table', 'bbox_2d': [2, 541, 1021, 1020]}]}]
3115_enriched.hrc	image_generator/data/images/3115_empty_0_close-up_shot_3_original.png	robot can you bring the cornflakes box from the kitchen table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'box', 'bbox_2d': [367, 475, 688, 897]}, {'name': 'Source', 'surface': 'table', 'bbox_2d': [2, 759, 1021, 1020]}]}]
3115_enriched.hrc	image_generator/data/images/3115_empty_0_close-up_shot_2_original.png	robot can you bring the cornflakes box from the kitchen table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'box', 'bbox_2d': [254, 452, 503, 843]}, {'name': 'Source', 'surface': 'table', 'bbox_2d': [2, 690, 1021, 1019]}]}]
3115_enriched.hrc	image_generator/data/images/3115_partial_2_close-up_shot_3_original.png	robot can you bring the cornflakes box from the kitchen table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'box', 'bbox_2d': [354, 488, 712, 919]}, {'name': 'Source', 'surface': 'table', 'bbox_2d': [1, 756, 1021, 1020]}]}]
3115_enriched.hrc	image_generator/data/images/3115_partial_2_close-up_shot_2_original.png	robot can you bring the cornflakes box from the kitchen table	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'box', 'bbox_2d': [76, 551, 557, 972]}, {'name': 'Source', 'surface': 'table', 'bbox_2d': [2, 742, 1021, 1020]}]}]
3127_enriched.hrc	image_generator/data/images/3127_full_1_close-up_shot_2_original.png	search the living room for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Ground', 'surface': 'living room', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3127_enriched.hrc	image_generator/data/images/3127_full_1_close-up_shot_4_original.png	search the living room for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Ground', 'surface': 'living room', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3127_enriched.hrc	image_generator/data/images/3127_empty_0_high-angle_shot_4_original.png	search the living room for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Ground', 'surface': 'living room', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3127_enriched.hrc	image_generator/data/images/3127_empty_0_wide_shot_4_original.png	search the living room for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Ground', 'surface': 'living room', 'bbox_2d': '<ROOM>'}, {'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3089_enriched.hrc	image_generator/data/images/3089_full_1_long_shot_4_original.png	look for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3089_enriched.hrc	image_generator/data/images/3089_empty_0_close-up_shot_3_original.png	look for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3089_enriched.hrc	image_generator/data/images/3089_empty_0_close-up_shot_2_original.png	look for my mobile phone	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'phone', 'bbox_2d': '<MISSING>'}]}]
3097_enriched.hrc	image_generator/data/images/3097_full_1_close-up_shot_2_original.png	please move along the window	[{'frame': 'MOTION', 'elements': [{'name': 'Path', 'surface': 'window', 'bbox_2d': '<MISSING>'}]}]
3097_enriched.hrc	image_generator/data/images/3097_full_1_close-up_shot_4_original.png	please move along the window	[{'frame': 'MOTION', 'elements': [{'name': 'Path', 'surface': 'window', 'bbox_2d': '<MISSING>'}]}]
3097_enriched.hrc	image_generator/data/images/3097_empty_0_close-up_shot_3_original.png	please move along the window	[{'frame': 'MOTION', 'elements': [{'name': 'Path', 'surface': 'window', 'bbox_2d': [0, 1, 87, 454]}]}]
3097_enriched.hrc	image_generator/data/images/3097_empty_0_close-up_shot_1_original.png	please move along the window	[{'frame': 'MOTION', 'elements': [{'name': 'Path', 'surface': 'window', 'bbox_2d': '<MISSING>'}]}]
3153_enriched.hrc	image_generator/data/images/3153_full_1_close-up_shot_2_original.png	there 's a yellow jacket in the dining room can you bring it to me	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'jacket', 'bbox_2d': [530, 341, 967, 839]}, {'name': 'Location', 'surface': 'room', 'bbox_2d': '<ROOM>'}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}]}]
3153_enriched.hrc	image_generator/data/images/3153_full_1_close-up_shot_4_original.png	there 's a yellow jacket in the dining room can you bring it to me	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'jacket', 'bbox_2d': [260, 340, 755, 761]}, {'name': 'Location', 'surface': 'room', 'bbox_2d': '<ROOM>'}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}]}]
3153_enriched.hrc	image_generator/data/images/3153_empty_0_close-up_shot_1_original.png	there 's a yellow jacket in the dining room can you bring it to me	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'jacket', 'bbox_2d': [399, 424, 817, 1018]}, {'name': 'Location', 'surface': 'room', 'bbox_2d': '<ROOM>'}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}]}]
3153_enriched.hrc	image_generator/data/images/3153_empty_0_high-angle_shot_3_original.png	there 's a yellow jacket in the dining room can you bring it to me	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'jacket', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'room', 'bbox_2d': '<ROOM>'}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}]}]
3125_enriched.hrc	image_generator/data/images/3125_full_3_high-angle_shot_3_original.png	search for the fork in the red drawer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'drawer', 'bbox_2d': [139, 494, 415, 894]}]}]
3125_enriched.hrc	image_generator/data/images/3125_full_3_low-angle_shot_4_original.png	search for the fork in the red drawer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'drawer', 'bbox_2d': [352, 339, 960, 724]}]}]
3125_enriched.hrc	image_generator/data/images/3125_empty_0_high-angle_shot_2_original.png	search for the fork in the red drawer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'drawer', 'bbox_2d': '<MISSING>'}]}]
3125_enriched.hrc	image_generator/data/images/3125_empty_0_long_shot_2_original.png	search for the fork in the red drawer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'drawer', 'bbox_2d': '<MISSING>'}]}]
3125_enriched.hrc	image_generator/data/images/3125_partial_2_long_shot_4_original.png	search for the fork in the red drawer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'drawer', 'bbox_2d': '<MISSING>'}]}]
3125_enriched.hrc	image_generator/data/images/3125_partial_1_high-angle_shot_3_original.png	search for the fork in the red drawer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': [815, 0, 845, 53]}, {'name': 'Ground', 'surface': 'drawer', 'bbox_2d': '<MISSING>'}]}]
3609_enriched.hrc	image_generator/data/images/3609_empty_0_close-up_shot_3_original.png	connect to the web please	[{'frame': 'ATTACHING', 'elements': [{'name': 'Goal', 'surface': 'web', 'bbox_2d': '<MISSING>'}]}]
3609_enriched.hrc	image_generator/data/images/3609_empty_0_close-up_shot_2_original.png	connect to the web please	[{'frame': 'ATTACHING', 'elements': [{'name': 'Goal', 'surface': 'web', 'bbox_2d': '<MISSING>'}]}]
3619_enriched.hrc	image_generator/data/images/3619_full_1_close-up_shot_2_original.png	go to the kitchen and look at the window	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'kitchen', 'bbox_2d': '<ROOM>'}]}, {'frame': 'PERCEPTION_ACTIVE', 'elements': [{'name': 'Phenomenon', 'surface': 'window', 'bbox_2d': '<MISSING>'}]}]
3619_enriched.hrc	image_generator/data/images/3619_full_1_close-up_shot_4_original.png	go to the kitchen and look at the window	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'kitchen', 'bbox_2d': '<ROOM>'}]}, {'frame': 'PERCEPTION_ACTIVE', 'elements': [{'name': 'Phenomenon', 'surface': 'window', 'bbox_2d': [198, 1, 811, 846]}]}]
3619_enriched.hrc	image_generator/data/images/3619_empty_0_close-up_shot_3_original.png	go to the kitchen and look at the window	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'kitchen', 'bbox_2d': '<ROOM>'}]}, {'frame': 'PERCEPTION_ACTIVE', 'elements': [{'name': 'Phenomenon', 'surface': 'window', 'bbox_2d': [0, 0, 84, 181]}]}]
3619_enriched.hrc	image_generator/data/images/3619_empty_0_close-up_shot_1_original.png	go to the kitchen and look at the window	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'kitchen', 'bbox_2d': '<ROOM>'}]}, {'frame': 'PERCEPTION_ACTIVE', 'elements': [{'name': 'Phenomenon', 'surface': 'window', 'bbox_2d': '<MISSING>'}]}]
3640_enriched.hrc	image_generator/data/images/3640_full_1_close-up_shot_2_original.png	robot disconnect the tv from the socket	[{'frame': 'ATTACHING', 'elements': [{'name': 'Item', 'surface': 'tv', 'bbox_2d': [251, 313, 729, 738]}, {'name': 'Goal', 'surface': 'tv', 'bbox_2d': [251, 313, 729, 738]}]}]
3640_enriched.hrc	image_generator/data/images/3640_full_1_close-up_shot_4_original.png	robot disconnect the tv from the socket	[{'frame': 'ATTACHING', 'elements': [{'name': 'Item', 'surface': 'tv', 'bbox_2d': [100, 290, 615, 802]}, {'name': 'Goal', 'surface': 'tv', 'bbox_2d': [100, 290, 615, 802]}]}]
3640_enriched.hrc	image_generator/data/images/3640_empty_0_close-up_shot_3_original.png	robot disconnect the tv from the socket	[{'frame': 'ATTACHING', 'elements': [{'name': 'Item', 'surface': 'tv', 'bbox_2d': [630, 1, 1021, 413]}, {'name': 'Goal', 'surface': 'tv', 'bbox_2d': [630, 1, 1021, 413]}]}]
3640_enriched.hrc	image_generator/data/images/3640_empty_0_close-up_shot_2_original.png	robot disconnect the tv from the socket	[{'frame': 'ATTACHING', 'elements': [{'name': 'Item', 'surface': 'tv', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'tv', 'bbox_2d': '<MISSING>'}]}]
3614_enriched.hrc	image_generator/data/images/3614_full_1_close-up_shot_2_original.png	give me the keys please	[{'frame': 'GIVING', 'elements': [{'name': 'Recipient', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'keys', 'bbox_2d': [290, 573, 603, 771]}]}]
3614_enriched.hrc	image_generator/data/images/3614_full_1_close-up_shot_4_original.png	give me the keys please	[{'frame': 'GIVING', 'elements': [{'name': 'Recipient', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'keys', 'bbox_2d': [25, 659, 265, 820]}]}]
3614_enriched.hrc	image_generator/data/images/3614_empty_1_close-up_shot_2_original.png	give me the keys please	[{'frame': 'GIVING', 'elements': [{'name': 'Recipient', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'keys', 'bbox_2d': [476, 565, 819, 816]}]}]
3614_enriched.hrc	image_generator/data/images/3614_empty_1_close-up_shot_4_original.png	give me the keys please	[{'frame': 'GIVING', 'elements': [{'name': 'Recipient', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'keys', 'bbox_2d': [319, 394, 834, 766]}]}]
3630_enriched.hrc	image_generator/data/images/3630_full_1_close-up_shot_2_original.png	look for the fridge	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fridge', 'bbox_2d': '<MISSING>'}]}]
3630_enriched.hrc	image_generator/data/images/3630_full_1_close-up_shot_4_original.png	look for the fridge	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fridge', 'bbox_2d': '<MISSING>'}]}]
3630_enriched.hrc	image_generator/data/images/3630_empty_0_close-up_shot_1_original.png	look for the fridge	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fridge', 'bbox_2d': '<MISSING>'}]}]
3630_enriched.hrc	image_generator/data/images/3630_empty_0_high-angle_shot_3_original.png	look for the fridge	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fridge', 'bbox_2d': [720, 398, 962, 972]}]}]
3637_enriched.hrc	image_generator/data/images/3637_full_1_close-up_shot_2_original.png	reach the dining room from the living room	[{'frame': 'ARRIVING', 'elements': [{'name': 'Goal', 'surface': 'room', 'bbox_2d': '<ROOM>'}, {'name': 'Path', 'surface': 'living room', 'bbox_2d': '<ROOM>'}]}]
3637_enriched.hrc	image_generator/data/images/3637_full_1_close-up_shot_4_original.png	reach the dining room from the living room	[{'frame': 'ARRIVING', 'elements': [{'name': 'Goal', 'surface': 'room', 'bbox_2d': '<ROOM>'}, {'name': 'Path', 'surface': 'living room', 'bbox_2d': '<ROOM>'}]}]
3637_enriched.hrc	image_generator/data/images/3637_empty_0_close-up_shot_1_original.png	reach the dining room from the living room	[{'frame': 'ARRIVING', 'elements': [{'name': 'Goal', 'surface': 'room', 'bbox_2d': '<ROOM>'}, {'name': 'Path', 'surface': 'living room', 'bbox_2d': '<ROOM>'}]}]
3637_enriched.hrc	image_generator/data/images/3637_empty_0_high-angle_shot_1_original.png	reach the dining room from the living room	[{'frame': 'ARRIVING', 'elements': [{'name': 'Goal', 'surface': 'room', 'bbox_2d': '<ROOM>'}, {'name': 'Path', 'surface': 'living room', 'bbox_2d': '<ROOM>'}]}]
3624_enriched.hrc	image_generator/data/images/3624_full_1_close-up_shot_2_original.png	grab the cover on the sofa in the living room	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'cover', 'bbox_2d': '<MISSING>'}]}]
3624_enriched.hrc	image_generator/data/images/3624_full_1_close-up_shot_4_original.png	grab the cover on the sofa in the living room	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'cover', 'bbox_2d': '<MISSING>'}]}]
3624_enriched.hrc	image_generator/data/images/3624_empty_0_close-up_shot_3_original.png	grab the cover on the sofa in the living room	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'cover', 'bbox_2d': '<MISSING>'}]}]
3624_enriched.hrc	image_generator/data/images/3624_empty_0_close-up_shot_2_original.png	grab the cover on the sofa in the living room	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'cover', 'bbox_2d': '<MISSING>'}]}]
3608_enriched.hrc	image_generator/data/images/3608_empty_0_close-up_shot_2_original.png	bring the small spatula to the wall	[{'frame': 'BRINGING', 'elements': [{'name': 'Theme', 'surface': 'spatula', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'wall', 'bbox_2d': '<MISSING>'}]}]
